country,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870000,6740000,10400000,13700000,16900000,20000000,23800000,27900000,33900000,38500000,43300000,47500000,51200000,54700000,59500000,63900000,69600000,73700000,77100000,80900000,85200000,89200000,93500000,97800000,103000000,108000000,113000000,118000000,123000000,128000000,135000000,141000000,148000000,155000000,163000000,171000000,179000000,188000000,197000000,206000000,216000000,226000000,237000000,247000000,258000000,270000000,281000000,292000000,304000000,316000000,328000000,341000000,354000000,368000000,382000000,396000000,411000000,426000000,442000000,459000000,477000000,496000000,514000000,534000000,555000000,577000000,602000000,630000000,656000000,680000000,703000000,711000000,726000000,748000000,770000000,793000000,821000000,848000000,878000000,912000000,946000000,984000000,1020000000,1060000000,1100000000,1150000000,1190000000,1230000000,1270000000,1310000000,1350000000,1390000000,1430000000,1470000000,1510000000,1540000000,1580000000,1610000000,1640000000,1650000000,1680000000,1730000000,1770000000,1830000000,1880000000,1930000000,1990000000,2040000000,2100000000,2160000000,2230000000,2290000000,2360000000,2420000000,2500000000,2570000000,2660000000,2750000000,2850000000,2950000000,3050000000,3160000000,3270000000,3390000000,3530000000,3670000000,3830000000,3990000000,4150000000,4300000000,4470000000,4640000000,4810000000,4990000000,5170000000,5340000000,5470000000,5610000000,5750000000,5900000000,6040000000,6190000000,6340000000,6500000000,6660000000,6830000000,7010000000,7180000000,7350000000,7520000000,7700000000,7880000000,8060000000,8230000000,8400000000,8580000000,8750000000,8930000000,9110000000,9290000000,9470000000,9640000000,9810000000,9980000000,10200000000,10300000000,10500000000,10700000000,10800000000,11000000000,11200000000,11300000000,11500000000
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356000,862000,1520000,2260000,3080000,4010000,5070000,6200000,7380000,8620000,9990000,11300000,12700000,14200000,15700000,17300000,18900000,20500000,22300000,24100000,26200000,28300000,30800000,33500000,36600000,39700000,43200000,46700000,50600000,54700000,58800000,63100000,68000000,72600000,77500000,81700000,86800000,91700000,96800000,101000000,106000000,110000000,114000000,117000000,121000000,125000000,129000000,133000000,137000000,141000000,146000000,151000000,156000000,160000000,164000000,167000000,171000000,175000000,180000000,184000000,188000000,193000000,197000000,202000000,208000000,213000000,218000000,224000000,230000000,235000000,240000000,246000000,255000000,263000000,272000000,281000000,290000000,299000000,309000000,319000000,329000000,340000000,351000000,363000000,374000000,386000000,400000000,413000000,427000000,441000000,454000000,469000000,483000000,498000000,514000000,532000000,551000000,569000000,589000000,609000000,627000000,644000000,661000000,678000000,696000000,714000000,733000000,755000000,778000000,802000000,828000000,853000000,879000000,905000000,933000000,961000000,989000000,1020000000,1050000000,1080000000,1110000000,1140000000,1170000000,1210000000,1240000000,1280000000,1310000000,1350000000,1390000000,1420000000,1460000000,1500000000,1530000000,1570000000,1600000000,1640000000,1670000000,1710000000,1740000000,1780000000,1810000000
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7330,11000,18300,22000,29300,36700,44000,235000,436000,711000,997000,1310000,1710000,2080000,2500000,3100000,3580000,4110000,4680000,5330000,6180000,7130000,7910000,8870000,9950000,11200000,12500000,13900000,15400000,17000000,18800000,20800000,22700000,24900000,27800000,30400000,32100000,34100000,36300000,38400000,40400000,42200000,44200000,46500000,48900000,51100000,52600000,54600000,56600000,59000000,61300000,63800000,66600000,69400000,72500000,75900000,79500000,83300000,87200000,91200000,95500000,99900000,104000000,109000000,113000000,118000000,122000000,126000000,131000000,136000000,140000000,145000000,150000000,156000000,161000000,167000000
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25700,47700,77000,132000,198000,286000,381000,473000,609000,741000,902000,1090000,1310000,1540000,1790000,2120000,2410000,2750000,3080000,3440000,3860000,4340000,4910000,5600000,6340000,7310000,8300000,9290000,10200000,11200000,12200000,13200000,13800000,14400000,14900000,15500000,16100000,16700000,17300000,18000000,18700000,19300000,20000000,20700000,21400000,22100000,22900000,23600000,24300000,25100000,25900000,26800000,28000000,29300000,31100000,33000000,35000000,37000000,39000000,41300000,43600000
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18300,84300,308000,708000,1080000,1570000,2140000,2440000,2920000,3460000,4100000,4980000,5950000,6920000,7850000,8790000,9670000,10300000,11000000,11700000,12400000,13200000,14100000,15100000,15900000,16800000,17800000,19000000,20400000,22000000,23400000,25100000,26600000,28300000,29700000,32000000,33700000,35900000,38300000,40900000,43600000,46600000,49800000,53500000,57100000,60500000,64600000,68800000,74100000,81400000,93200000,106000000,119000000,126000000,138000000,159000000,191000000,233000000,282000000,345000000,392000000,447000000,498000000,546000000,616000000,684000000,750000000,816000000,876000000,945000000,1010000000,1090000000,1150000000,1220000000,1260000000,1300000000,1340000000,1390000000,1430000000,1470000000,1500000000,1540000000,1580000000,1620000000,1660000000,1730000000,1820000000,1920000000,2020000000,2110000000,2220000000,2320000000,2410000000,2510000000,2580000000,2700000000,2830000000,2940000000,3060000000,3190000000,3310000000,3420000000,3550000000,3670000000
North Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66000,139000,213000,1620000,3400000,4180000,5180000,6070000,7810000,12600000,20000000,28900000,40200000,55900000,75800000,99600000,126000000,157000000,190000000,225000000,269000000,317000000,370000000,429000000,493000000,567000000,674000000,764000000,861000000,963000000,1070000000,1180000000,1290000000,1400000000,1510000000,1630000000,1740000000,1860000000,1980000000,2120000000,2260000000,2420000000,2600000000,2800000000,3010000000,3130000000,3250000000,3350000000,3450000000,3530000000,3620000000,3690000000,3750000000,3810000000,3880000000,3950000000,4020000000,4090000000,4160000000,4230000000,4300000000,4380000000,4440000000,4510000000,4570000000,4620000000,4650000000,4690000000,4720000000,4750000000,4770000000,4800000000,4830000000,4860000000
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3530000,7380000,11400000,15600000,20200000,25400000,30800000,36100000,41500000,47200000,53200000,61000000,69400000,77200000,86600000,96100000,106000000,116000000,126000000,137000000,149000000,161000000,174000000,186000000,198000000,212000000,225000000,240000000,254000000,268000000,282000000,297000000,307000000,318000000,328000000,338000000,349000000,361000000,371000000,384000000,396000000,408000000,420000000,431000000,442000000,453000000,465000000,476000000,485000000,494000000,503000000,512000000,521000000,530000000,538000000,545000000,552000000,559000000,567000000,574000000
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,18300,22000,,,,36700,55000,80700,132000,172000,216000,275000,348000,411000,477000,576000,675000,777000,909000,1020000,1160000,1310000,1460000,1620000,1860000,2110000,2420000,2720000,2990000,3310000,3650000,4080000,4450000,4810000,5290000,5760000,6290000,6900000,7540000,8090000,8720000,9340000,9990000,10700000,11500000,12500000,13400000,14600000,15700000,16900000,18100000,19400000,20800000,22300000,23900000,25700000,27400000,29100000,31100000,33300000,35400000,37800000,40300000,42700000,45600000,48700000,51800000,55200000,58600000,62600000,66800000,70700000,74900000,79200000,83400000,87500000,91700000,96500000,102000000,108000000,114000000,120000000,127000000,134000000,142000000,150000000,158000000,161000000,166000000,171000000,176000000,180000000,186000000,193000000,201000000,208000000,215000000,223000000,232000000,241000000,250000000,258000000,267000000,276000000,286000000,295000000,306000000,318000000,328000000,341000000,347000000,352000000,357000000,362000000,367000000,371000000,378000000,389000000,400000000,410000000,418000000,428000000,438000000,447000000,457000000,469000000,481000000,492000000,503000000,515000000,528000000,542000000,556000000,571000000,587000000,603000000,623000000,642000000,663000000,685000000,713000000,741000000,770000000,801000000,828000000,859000000,892000000,926000000,958000000,993000000,1030000000,1060000000,1090000000,1120000000,1150000000,1190000000,1220000000,1260000000,1290000000,1330000000,1360000000,1400000000,1430000000,1470000000,1500000000,1540000000,1580000000,1630000000,1670000000,1710000000,1750000000,1800000000,1840000000,1890000000,1930000000,1970000000,2020000000,2070000000,2110000000,2150000000,2200000000,2250000000,2290000000,2340000000,2380000000,2430000000,2470000000,2510000000,2560000000
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,36700,66000,202000,363000,598000,832000,2930000,5020000,7130000,9460000,16700000,25000000,33600000,41400000,49100000,55100000,61100000,66900000,74400000,82500000,91100000,101000000,110000000,121000000,131000000,142000000,154000000,166000000,179000000,194000000,210000000,225000000,240000000,256000000,277000000,298000000,318000000,344000000,376000000,403000000,433000000,472000000,516000000,558000000,598000000,645000000,698000000,757000000,818000000,879000000,943000000,1010000000,1070000000,1140000000
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634000,1290000,2010000,3040000,8400000,15000000,22000000,29100000,36400000,43800000,52600000,61700000,72000000,81900000,93800000,106000000,120000000,135000000,151000000,168000000,185000000,204000000,224000000,245000000,265000000,285000000,304000000,324000000,345000000,368000000,391000000,415000000,441000000,470000000,502000000,536000000,573000000,613000000,656000000,703000000,752000000,805000000,862000000,923000000,991000000,1060000000,1130000000,1210000000,1290000000,1380000000,1470000000,1560000000,1660000000,1760000000,1860000000,1970000000,2080000000,2200000000,2330000000,2470000000,2610000000,2770000000,2920000000,3080000000,3240000000,3410000000,3580000000,3750000000,3930000000,4110000000,4310000000,4520000000,4750000000
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198000,396000,594000,792000,990000,1190000,1390000,1580000,1790000,2010000,2220000,2430000,2650000,2870000,3100000,3350000,3560000,3760000,3960000,4180000,4400000,4620000,4840000,5060000,5290000,5520000,5750000
Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862000,1750000,2660000,3600000,4570000,5510000,6550000,7410000,8880000,10200000,11900000,13300000,14400000,15700000,17900000,20600000,22900000,25200000,27300000,29400000,31400000,33600000,35800000,38300000,41100000,44100000,47400000,50600000,53800000
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000,47700,565000,1120000,1840000,2550000,3190000,3900000,4530000,5300000,6220000,7220000,8210000,9320000,10500000,11700000,12900000,14500000,16100000,17800000,19800000,21900000,24100000,26700000,29500000,32700000,35800000,39400000,43000000,46500000,49300000,52500000,55600000,58900000,62200000,65700000,68600000,71200000,73900000,77100000,80000000,82500000,85300000,88500000,92700000,96600000,101000000,104000000,108000000,114000000,120000000,126000000,131000000,138000000,144000000,150000000,156000000,163000000,170000000,177000000,184000000,193000000,202000000,212000000,222000000,233000000,244000000,255000000,265000000,276000000,287000000
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000,117000,202000,297000,392000,521000,649000,796000,942000,1100000,1280000,1490000,1680000,1940000,2210000,2510000,2850000,3290000,3790000,4350000,5040000,5870000,7140000,8480000,10100000,11600000,13200000,14800000,16400000,18200000,20100000,22000000,23900000,25900000,28000000,30100000,32200000,34500000,36700000,38800000,40900000,43100000,45300000,47500000,49700000,51700000,53900000,56500000,59300000,61800000,64500000,67700000,71200000,75100000,79600000,84000000,88300000,94400000,99200000,104000000,109000000,114000000,119000000,124000000,130000000,137000000,145000000,153000000,160000000
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62300,110000,213000,334000,517000,708000,906000,1120000,1360000,1660000,1970000,2330000,2720000,3130000,3570000,4120000,4630000,5120000,5710000,6230000,6970000,7610000,8320000,9190000,10100000,11000000,12000000,13200000,14600000,15900000,17400000,18800000,20200000,21600000,23100000,24600000,26300000,28200000,30300000,32500000,34700000,36800000,39400000,42300000,45700000,49600000,53400000,57500000,61900000,66200000,69900000,73600000,77400000,81500000,85500000,89300000,93200000,97300000,102000000,106000000,111000000,116000000,121000000,127000000,132000000,138000000,145000000,153000000,160000000
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3670,7330,14700,22000,29300,36700,47700,95300,161000,209000,249000,290000,330000,370000,458000,620000,865000,1100000,1200000,1420000,1690000,2050000,2480000,3270000,4490000,6000000,7330000,8840000,10300000,11900000,13400000,15300000,17300000,19300000,21200000,23200000,25400000,27800000,30800000,33700000,37400000,42100000,46900000,51600000,57000000,64000000,69700000,74200000,78300000,85000000,91700000,98900000,106000000,115000000,123000000,129000000,134000000,140000000,146000000,152000000,159000000,165000000,171000000,177000000,183000000,190000000,194000000,199000000,204000000,210000000,216000000,222000000,228000000,235000000,242000000,250000000,258000000,266000000,276000000,287000000,299000000,311000000,324000000,338000000,352000000,368000000,385000000,404000000,422000000,442000000,463000000,485000000,508000000,531000000,553000000,576000000,600000000,624000000,647000000,668000000,688000000,708000000,730000000,755000000,780000000,802000000,823000000,843000000,864000000,887000000,910000000,934000000,958000000,985000000,1010000000,1040000000,1070000000,1100000000,1130000000,1150000000,1180000000,1220000000,1250000000,1280000000,1320000000,1380000000,1430000000,1480000000,1540000000,1580000000,1630000000,1680000000,1740000000,1790000000,1850000000
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7330,25700,80700,132000,169000,172000,180000,198000,253000,304000,315000,345000,403000,506000,576000,653000,730000,814000,898000,950000,990000,1070000,1140000,1230000,1310000,1400000,1470000,1560000,1660000,1780000,1900000,2060000,2150000,2260000,2350000,,,,2370000,2480000,2680000,2890000,3210000,6820000,10400000,14400000,18500000,23800000,30400000,36700000,43400000,51000000,58200000,66600000,75300000,85600000,97100000,110000000,124000000,140000000,158000000,180000000,203000000,228000000,256000000,282000000,314000000,344000000,377000000,412000000,448000000,486000000,524000000,561000000,595000000,630000000,666000000,696000000,724000000,753000000,786000000,823000000,862000000,904000000,947000000,996000000,1040000000,1100000000,1160000000,1220000000,1290000000,1360000000,1430000000,1500000000,1570000000,1640000000,1710000000,1780000000,1860000000,1920000000,1990000000,2070000000,2150000000,2230000000,2310000000,2400000000,2500000000,2600000000,2720000000,2830000000,2970000000,3100000000
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407000,851000,1300000,1760000,2220000,2790000,3310000,3690000,4200000,4670000,5240000,5830000,6280000,6660000,7170000,7760000,8430000,9180000,10100000,10900000,11600000,12400000,13300000,14600000,15800000,17200000,18400000,19700000,20900000,22000000,23000000,23800000,24800000,25900000,27000000,28200000,29600000,31100000,32700000,34300000,36300000,38500000,40700000,43000000,45400000,48200000,51100000,54200000,57200000,60200000,63400000,66900000,71000000,75300000,80100000,85700000,92100000,98800000,106000000,114000000,121000000,129000000,138000000,148000000,159000000,171000000,183000000,197000000,212000000,228000000,244000000,263000000,284000000,306000000,331000000,355000000,379000000,403000000,427000000,453000000,480000000,506000000,533000000,563000000,595000000,627000000,661000000,694000000,732000000,772000000,814000000,860000000,903000000,948000000,994000000,1040000000,1100000000,1150000000,1210000000,1270000000,1340000000,1400000000,1470000000,1540000000,1610000000,1680000000,1760000000,1850000000,1940000000,2040000000,2130000000,2230000000,2340000000,2460000000,2560000000,2650000000,2760000000,2880000000,2980000000,2980000000,3060000000,3140000000,3210000000,3260000000,3310000000,3360000000,3400000000,3470000000,3530000000,3600000000,3660000000,3710000000,3750000000,3800000000,3840000000,3890000000,3940000000,4000000000,4060000000,4110000000,4270000000,4440000000,4620000000,4820000000,5010000000,5070000000,5170000000,5260000000,5350000000,5460000000,5570000000,5690000000,5820000000,5960000000,6110000000,6260000000,6430000000,6610000000,6790000000,6970000000,7170000000,7380000000,7600000000,7830000000,8070000000,8320000000,8570000000,8830000000,9110000000,9400000000,9710000000,10000000000,10300000000,10700000000,11000000000,11400000000,11800000000,12200000000,12700000000,13100000000,13600000000,14000000000,14400000000,14800000000,15200000000,15700000000,16100000000,16600000000,17100000000,17500000000,17900000000,18200000000,18600000000,19000000000,19300000000,19700000000,20100000000,20400000000,20800000000,21100000000,21400000000,21700000000,22000000000,22400000000,22700000000,23000000000,23300000000,23700000000,24000000000,24300000000,24600000000,25000000000,25300000000,25600000000,25900000000,26300000000,26600000000,26900000000,27300000000
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000,58700,579000,1310000,1840000,3010000,4150000,4830000,5470000,6180000,7060000,7950000,9030000,10200000,11400000,12500000,13700000,15000000,16400000,17900000,19600000,21400000,23000000,24600000,26300000,28000000,29800000,31600000,33700000,35800000,38300000,40700000,43300000,45800000,48400000,50900000,53800000,57000000,60100000,63300000,66600000,69700000,73400000,77200000,80600000,83700000,86700000,88400000,89500000,91600000,93700000,95900000,98800000,102000000,105000000,108000000,111000000,114000000,118000000,122000000,127000000,131000000,134000000,138000000,142000000,147000000,151000000,156000000,160000000,164000000,168000000,172000000,175000000,178000000,181000000,185000000,189000000,194000000,199000000,205000000,211000000,216000000,221000000,227000000,233000000,240000000,247000000,255000000,262000000,270000000,278000000,287000000,297000000,307000000,318000000,329000000,341000000,354000000,367000000,381000000,396000000,413000000,431000000,451000000,472000000,493000000,515000000,538000000,561000000,585000000,612000000,639000000,668000000,698000000,727000000,754000000,784000000,816000000,848000000,889000000,935000000,982000000,1030000000,1080000000,1130000000,1190000000,1240000000,1300000000,1360000000,1420000000,1490000000,1560000000,1630000000,1690000000,1760000000,1830000000,1890000000,1950000000,2010000000,2070000000,2120000000,2180000000,2230000000,2270000000,2320000000,2370000000,2430000000,2480000000,2530000000
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260000,612000,1000000,1200000,1560000,2170000,2590000,3090000,3410000,3580000,3760000,3930000,4100000,4290000,10400000,16700000,23000000,29300000,36000000,43000000,50200000,57800000,66900000,77700000,90200000,101000000,112000000,122000000,132000000,142000000,157000000,170000000,183000000,195000000,206000000,219000000,231000000,244000000,256000000,268000000,282000000,294000000,311000000,338000000,369000000,400000000,432000000,464000000,502000000,534000000,565000000,600000000,641000000,682000000,723000000,766000000,817000000,880000000,943000000,1010000000,1080000000,1150000000,1230000000,1320000000,1400000000,1510000000,1620000000,1720000000,1830000000,1930000000
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3670,7330,11000,18300,29300,40300,55000,69700,88000,110000,136000,161000,198000,238000,279000,323000,367000,414000,462000,510000,557000,605000,653000,704000,928000,1330000,1810000,2260000,2740000,3270000,3900000,4550000,5350000,6470000,7520000,8660000,9700000,10800000,11900000,13200000,14900000,16500000,17800000,19400000,20900000,22800000,25000000,27600000,31300000,35800000,40200000,45100000,49900000,55700000,61700000,68700000,74500000,79600000,82600000,85100000,88300000,93000000,98500000,104000000,112000000,120000000,130000000,142000000,156000000,172000000,191000000,211000000,234000000,260000000,288000000,315000000,347000000,378000000,411000000,440000000,467000000,492000000,516000000,538000000,562000000,584000000,599000000,618000000,636000000,652000000,676000000,699000000,718000000,741000000,767000000,798000000,831000000,868000000,909000000,955000000,1000000000,1060000000,1110000000,1160000000,1230000000,1300000000,1370000000,1450000000,1530000000,1630000000,1730000000,1840000000,1960000000,2080000000,2220000000,2360000000,2510000000,2670000000,2850000000,3030000000,3220000000,3420000000,3610000000,3810000000,4010000000,4210000000,4390000000,4590000000,4790000000,5000000000,5210000000,5430000000,5600000000,5740000000,5870000000,5990000000,6110000000,6240000000,6370000000,6490000000,6600000000,6690000000,6790000000,6890000000,6990000000,7100000000,7200000000,7300000000,7410000000,7510000000,7620000000,7710000000,7790000000,7880000000,7970000000,8050000000,8120000000,8200000000,8280000000,8350000000,8430000000
